model,model_display_name,diagnostic_source,dataset_variant,prompt_mode,query_type,n_pairs,n_valid_pairs,strict_ccc,correct_flip_rate,wrong_flip_rate,invariant_yes_rate,invariant_no_rate,scca,signed_ccc,invalid_pair_rate
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_graph,ate,53,53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_graph,backadj,50,50,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_graph,correlation,98,98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_graph,det-counterfactual,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_graph,ett,19,19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_graph,marginal,63,63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_graph,nde,45,45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_graph,nie,29,29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_query,ate,53,53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_query,backadj,50,50,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_query,correlation,98,98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_query,det-counterfactual,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_query,ett,19,19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_query,marginal,63,63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_query,nde,45,45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_query,nie,29,29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qwen3_4b,Qwen3-4B,main,main,nl_var_graph,ate,53,53,0.5471698113207547,0.39622641509433965,0.1509433962264151,0.32075471698113206,0.1320754716981132,0.39622641509433965,0.24528301886792456,0.0
qwen3_4b,Qwen3-4B,main,main,nl_var_graph,backadj,50,50,0.16,0.16,0.0,0.0,0.84,0.16,0.16,0.0
qwen3_4b,Qwen3-4B,main,main,nl_var_graph,correlation,98,98,0.6530612244897959,0.5,0.15306122448979592,0.24489795918367346,0.10204081632653061,0.5,0.3469387755102041,0.0
qwen3_4b,Qwen3-4B,main,main,nl_var_graph,det-counterfactual,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
qwen3_4b,Qwen3-4B,main,main,nl_var_graph,ett,19,19,0.3684210526315789,0.15789473684210525,0.21052631578947367,0.05263157894736842,0.5789473684210527,0.15789473684210525,-0.05263157894736842,0.0
qwen3_4b,Qwen3-4B,main,main,nl_var_graph,marginal,63,63,0.5555555555555556,0.4126984126984127,0.14285714285714285,0.1746031746031746,0.2698412698412698,0.4126984126984127,0.2698412698412698,0.0
qwen3_4b,Qwen3-4B,main,main,nl_var_graph,nde,45,45,0.3333333333333333,0.28888888888888886,0.044444444444444446,0.1111111111111111,0.5555555555555556,0.28888888888888886,0.2444444444444444,0.0
qwen3_4b,Qwen3-4B,main,main,nl_var_graph,nie,29,29,0.13793103448275862,0.13793103448275862,0.0,0.8620689655172413,0.0,0.13793103448275862,0.13793103448275862,0.0
qwen3_4b,Qwen3-4B,main,main,nl_var_query,ate,53,53,0.5849056603773585,0.39622641509433965,0.18867924528301888,0.24528301886792453,0.16981132075471697,0.39622641509433965,0.20754716981132076,0.0
qwen3_4b,Qwen3-4B,main,main,nl_var_query,backadj,50,50,0.08,0.08,0.0,0.0,0.92,0.08,0.08,0.0
qwen3_4b,Qwen3-4B,main,main,nl_var_query,correlation,98,98,0.5204081632653061,0.35714285714285715,0.16326530612244897,0.22448979591836735,0.25510204081632654,0.35714285714285715,0.19387755102040818,0.0
qwen3_4b,Qwen3-4B,main,main,nl_var_query,det-counterfactual,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
qwen3_4b,Qwen3-4B,main,main,nl_var_query,ett,19,19,0.21052631578947367,0.0,0.21052631578947367,0.0,0.7894736842105263,0.0,-0.21052631578947367,0.0
qwen3_4b,Qwen3-4B,main,main,nl_var_query,marginal,63,63,0.42857142857142855,0.2698412698412698,0.15873015873015872,0.09523809523809523,0.47619047619047616,0.2698412698412698,0.1111111111111111,0.0
qwen3_4b,Qwen3-4B,main,main,nl_var_query,nde,45,45,0.35555555555555557,0.3111111111111111,0.044444444444444446,0.1111111111111111,0.5333333333333333,0.3111111111111111,0.26666666666666666,0.0
qwen3_4b,Qwen3-4B,main,main,nl_var_query,nie,29,29,0.3103448275862069,0.20689655172413793,0.10344827586206896,0.6206896551724138,0.06896551724137931,0.20689655172413793,0.10344827586206896,0.0
qwen3_8b,Qwen3-8B,main,main,nl_var_graph,ate,53,53,0.6415094339622641,0.5283018867924528,0.11320754716981132,0.20754716981132076,0.1509433962264151,0.5283018867924528,0.41509433962264153,0.0
qwen3_8b,Qwen3-8B,main,main,nl_var_graph,backadj,50,50,0.68,0.36,0.32,0.04,0.28,0.36,0.03999999999999998,0.0
qwen3_8b,Qwen3-8B,main,main,nl_var_graph,correlation,98,98,0.5612244897959183,0.3877551020408163,0.17346938775510204,0.37755102040816324,0.061224489795918366,0.3877551020408163,0.21428571428571427,0.0
qwen3_8b,Qwen3-8B,main,main,nl_var_graph,det-counterfactual,1,1,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0
qwen3_8b,Qwen3-8B,main,main,nl_var_graph,ett,19,19,0.2631578947368421,0.05263157894736842,0.21052631578947367,0.10526315789473684,0.631578947368421,0.05263157894736842,-0.15789473684210525,0.0
qwen3_8b,Qwen3-8B,main,main,nl_var_graph,marginal,63,63,0.38095238095238093,0.2698412698412698,0.1111111111111111,0.3968253968253968,0.2222222222222222,0.2698412698412698,0.15873015873015872,0.0
qwen3_8b,Qwen3-8B,main,main,nl_var_graph,nde,45,45,0.1111111111111111,0.08888888888888889,0.022222222222222223,0.0,0.8888888888888888,0.08888888888888889,0.06666666666666667,0.0
qwen3_8b,Qwen3-8B,main,main,nl_var_graph,nie,29,29,0.2413793103448276,0.13793103448275862,0.10344827586206896,0.6551724137931034,0.10344827586206896,0.13793103448275862,0.034482758620689655,0.0
qwen3_8b,Qwen3-8B,main,main,nl_var_query,ate,53,53,0.5849056603773585,0.4528301886792453,0.1320754716981132,0.18867924528301888,0.22641509433962265,0.4528301886792453,0.3207547169811321,0.0
qwen3_8b,Qwen3-8B,main,main,nl_var_query,backadj,50,50,0.38,0.2,0.18,0.02,0.6,0.2,0.020000000000000018,0.0
qwen3_8b,Qwen3-8B,main,main,nl_var_query,correlation,98,98,0.5102040816326531,0.3163265306122449,0.19387755102040816,0.41836734693877553,0.07142857142857142,0.3163265306122449,0.12244897959183676,0.0
